ID,Living Area,Total Area,Above the Ground Area,Basement Area,Neighbors Living Area,Neighbors Total Area,Bedrooms,Bathrooms,Floors,Waterfront,View,Condition,Grade,Year Built,Year Renovated,Zipcode,Latitude,Longitude,Price
8159610150,140,850,140,0,165,862,3,2.0,1.0,0,0,4,7,1974,0,98001,47.3412,-122.273,3524250000.0
4025300135,166,911,166,0,141,940,3,1.75,2.0,0,0,3,7,1949,0,98155,47.748999999999995,-122.305,6765000000.0
5559200065,131,1523,131,0,176,1523,2,1.0,1.5,0,0,4,6,1943,0,98023,47.3221,-122.344,4597500000.0
6840700165,54,77,54,0,72,150,1,1.0,1.0,0,0,4,7,1926,0,98122,47.6082,-122.29899999999999,3030000000.0
2760200050,117,600,117,0,120,380,4,1.0,1.5,0,0,3,7,1918,0,98118,47.5441,-122.273,3390000000.0
3904920730,274,999,274,0,230,885,4,2.5,2.0,0,0,3,9,1987,0,98029,47.5677,-122.01299999999999,10425000000.0
2028700535,236,492,159,77,147,418,4,3.0,2.0,0,0,3,8,1908,2013,98117,47.6786,-122.367,12825000000.0
2926069062,283,3151,283,0,183,5665,3,2.5,1.0,0,0,3,8,2004,0,98052,47.7034,-122.072,12600000000.0
1742800030,291,857,164,127,228,891,4,2.5,1.0,0,2,5,9,1966,0,98055,47.4904,-122.226,8670000000.0
8732160240,126,982,126,0,146,769,3,1.75,1.0,0,0,4,7,1984,0,98023,47.2983,-122.374,3345000000.0
8155850010,341,1746,341,0,297,1482,4,4.0,2.0,0,0,3,10,1990,0,98074,47.6193,-122.014,10125000000.0
1472700200,158,814,158,0,190,854,3,1.75,1.0,0,0,4,8,1986,0,98033,47.6945,-122.18799999999999,9450000000.0
3904901710,134,444,134,0,144,417,3,2.25,2.0,0,0,3,7,1985,0,98029,47.5665,-122.01799999999999,6532500000.0
4123800180,165,730,165,0,155,614,3,2.5,2.0,0,0,3,7,1988,0,98038,47.3772,-122.045,4635000000.0
2754700095,158,475,158,0,142,480,3,1.5,2.0,0,0,4,7,1920,0,98115,47.6801,-122.305,11205000000.0
984210170,182,682,126,56,176,682,5,2.5,1.0,0,0,4,7,1969,0,98058,47.4368,-122.165,3847500000.0
1854900430,277,501,277,0,268,607,4,2.5,2.0,0,0,3,8,2005,0,98074,47.6122,-122.009,10125000000.0
8732300060,218,1106,218,0,208,994,4,1.75,1.0,0,0,4,8,1961,0,98040,47.5392,-122.228,12750000000.0
1446800181,168,696,130,38,116,581,4,1.0,1.0,0,0,2,7,1959,0,98168,47.4935,-122.333,3974250000.0
217700050,165,898,125,40,172,936,3,2.25,1.0,0,0,3,8,1960,0,98133,47.7774,-122.35,5925000000.0
9558050020,292,534,292,0,287,534,4,2.5,2.0,0,0,3,9,2004,0,98058,47.4568,-122.117,7125000000.0
6181430800,325,557,325,0,259,485,4,2.5,2.0,0,0,3,7,2006,0,98001,47.3012,-122.285,4950000000.0
4322200050,173,313,104,69,173,173,3,2.0,1.0,0,0,3,7,1913,0,98136,47.5371,-122.39299999999999,5100000000.0
7701450110,350,1011,350,0,344,899,4,2.5,2.0,0,2,3,11,1997,0,98006,47.5646,-122.12899999999999,15570000000.0
9528104286,94,106,94,0,105,107,2,1.5,3.0,0,0,3,7,2001,0,98115,47.6774,-122.325,6825000000.0
2781270210,109,278,109,0,121,278,2,2.0,2.0,0,0,3,6,2005,0,98038,47.3491,-122.02,3148500000.0
7883603648,256,557,256,0,126,557,5,2.5,2.0,0,0,3,8,2006,0,98108,47.5289,-122.321,4500000000.0
430000035,290,529,162,128,193,529,4,3.0,1.5,0,0,3,7,1953,0,98115,47.6811,-122.28299999999999,10065000000.0
3422049190,182,1456,182,0,162,1450,3,1.75,1.0,0,0,3,7,1967,0,98032,47.3576,-122.277,3712500000.0
5423600080,159,1082,159,0,175,960,3,2.5,2.0,0,0,3,8,1987,1999,98052,47.6791,-122.113,8100000000.0
6056100380,183,220,156,27,157,179,3,2.25,2.0,0,0,3,8,2008,0,98108,47.5631,-122.29700000000001,6225000000.0
2571910260,185,898,185,0,179,854,3,2.5,2.0,0,0,4,8,1992,0,98022,47.1964,-122.009,4865400000.0
2051200436,324,2621,208,116,196,5260,3,2.5,1.5,0,2,3,9,2009,0,98070,47.365,-122.456,10380000000.0
6413600123,173,687,173,0,151,691,3,2.25,1.0,0,0,3,7,1950,0,98125,47.7171,-122.32,6825000000.0
3762900020,112,697,112,0,170,696,2,1.75,1.0,0,0,3,7,1982,0,98034,47.7078,-122.234,5137500000.0
9578050120,372,3444,372,0,397,3281,4,2.5,2.0,0,0,4,12,1990,0,98052,47.7139,-122.10600000000001,19875000000.0
9831200172,265,204,265,0,184,128,4,3.5,3.0,0,0,3,10,2013,0,98102,47.6262,-122.323,21750000000.0
3262301610,142,1005,142,0,190,1005,3,1.5,1.0,0,0,4,8,1955,0,98039,47.6354,-122.234,12975000000.0
2525059134,163,1114,163,0,204,1123,2,1.5,1.0,0,0,4,7,1964,0,98052,47.6288,-122.109,7500000000.0
7399300510,139,752,112,27,148,733,3,2.25,1.0,0,0,3,7,1968,0,98055,47.4632,-122.19,4423500000.0
9269750010,112,1164,112,0,140,715,5,2.0,2.0,0,0,3,7,1982,0,98023,47.2848,-122.361,3450000000.0
8137500730,180,3489,180,0,237,3489,3,2.5,1.0,0,0,4,8,1987,0,98027,47.4801,-122.06299999999999,7500000000.0
8155820110,135,669,135,0,145,669,3,1.75,1.0,0,0,3,7,1990,0,98056,47.5049,-122.189,5325000000.0
8563000130,138,1007,112,26,194,923,3,1.75,1.0,0,0,3,7,1974,0,98008,47.6208,-122.10600000000001,6675000000.0
7383450250,194,350,194,0,200,370,4,2.5,2.0,0,0,3,8,2012,0,98038,47.3595,-122.042,5624250000.0
3426049124,156,777,78,78,170,624,2,1.75,1.0,0,0,3,6,1914,0,98115,47.6976,-122.288,5010000000.0
3491300082,235,539,169,66,141,507,4,3.5,2.0,0,0,5,8,1910,1986,98117,47.6857,-122.376,11999850000.0
7831800495,199,473,119,80,178,473,4,2.5,1.5,0,0,3,7,1991,0,98106,47.5338,-122.36,5197500000.0
3902300350,222,822,161,61,208,822,4,2.25,1.0,0,0,4,8,1979,0,98033,47.6925,-122.184,9090000000.0
6792100090,243,974,243,0,225,715,4,2.5,2.0,0,0,3,9,1990,0,98052,47.6732,-122.14299999999999,10245000000.0
1545804860,147,719,98,49,156,696,3,3.0,1.0,0,0,3,7,1997,0,98038,47.3624,-122.045,4125000000.0
6127600110,141,575,141,0,177,575,4,2.0,1.5,0,0,3,7,1945,0,98115,47.678000000000004,-122.26899999999999,9600000000.0
9368700341,196,641,113,83,125,713,3,2.0,1.5,0,0,5,6,1955,0,98178,47.504,-122.26,4275000000.0
1623300160,102,278,102,0,129,371,2,2.0,1.5,0,0,3,7,1912,2005,98117,47.6797,-122.36200000000001,6750000000.0
6430500182,309,710,170,139,111,360,4,3.0,1.0,0,0,3,9,2008,0,98103,47.6889,-122.352,18075000000.0
3305100230,294,791,294,0,300,791,4,2.5,2.0,0,0,3,9,2008,0,98033,47.6854,-122.184,12300000000.0
2607720420,209,892,209,0,187,913,3,2.5,2.0,0,0,3,8,1994,0,98045,47.4865,-121.802,6675000000.0
2726059100,276,4127,245,31,186,681,4,3.0,2.0,0,0,2,10,1981,0,98034,47.7154,-122.161,14250000000.0
203100690,293,3970,293,0,175,2229,4,2.75,2.0,0,0,3,9,1995,0,98053,47.6367,-121.958,16170000000.0
2781280310,170,233,170,0,149,256,3,2.5,2.0,0,0,3,8,2005,0,98055,47.4496,-122.189,4110000000.0
3424069008,225,441,225,0,179,668,4,2.5,2.0,0,0,3,8,2008,0,98027,47.5285,-122.031,8775000000.0
6072800205,299,1881,299,0,390,2054,4,2.5,1.0,0,0,3,10,1969,0,98006,47.5692,-122.19200000000001,35625000000.0
3396800280,196,1393,196,0,201,1393,4,2.5,2.0,0,0,4,8,1983,0,98052,47.7159,-122.1,9555000000.0
1093000090,184,574,93,91,136,478,2,2.0,1.0,0,0,4,7,1941,0,98115,47.6792,-122.303,11640000000.0
2310030490,129,557,129,0,151,594,3,2.25,2.0,0,0,3,8,1993,0,98038,47.3536,-122.04700000000001,4387500000.0
1529300160,117,406,117,0,131,592,2,1.0,1.0,0,0,4,7,1947,0,98103,47.6988,-122.354,6075000000.0
2877102196,245,348,170,75,157,464,4,2.75,2.0,0,0,5,7,1911,0,98117,47.6783,-122.363,11250000000.0
5137300130,179,896,179,0,195,971,4,2.5,1.0,0,0,4,9,1968,0,98023,47.3367,-122.335,6975000000.0
6383000820,212,849,212,0,164,746,3,2.5,1.0,0,0,3,8,1972,0,98117,47.691,-122.387,10288500000.0
3904100041,117,80,100,17,151,720,3,2.5,2.0,0,0,3,7,2008,0,98118,47.5351,-122.279,4361250000.0
6181430280,334,461,334,0,296,557,5,2.5,2.0,0,0,3,7,2006,0,98001,47.3002,-122.28200000000001,4950000000.0
1796370180,149,689,149,0,142,752,3,2.25,2.0,0,0,4,7,1990,0,98042,47.3713,-122.09100000000001,3900000000.0
2794700120,287,2563,187,100,202,1587,3,3.5,2.0,0,2,4,9,1995,0,98070,47.3541,-122.45299999999999,7440000000.0
8964800695,207,1256,207,0,207,1105,3,1.75,1.0,0,0,3,9,1949,0,98004,47.6204,-122.21700000000001,21750000000.0
7214700580,227,5786,227,0,227,3825,4,2.25,2.0,0,0,3,8,1976,0,98077,47.7603,-122.074,7650000000.0
5201810060,179,774,179,0,211,739,4,2.5,2.0,0,0,3,8,1995,0,98031,47.4016,-122.166,4785000000.0
1151100165,92,2957,92,0,138,3692,2,1.0,1.0,0,0,3,7,1962,0,98045,47.4789,-121.779,4294500000.0
3885805935,161,836,161,0,171,715,4,2.0,1.0,0,0,5,8,1958,0,98033,47.6815,-122.198,10650000000.0
2838000030,207,365,207,0,207,390,3,2.5,2.0,0,0,3,8,2014,0,98133,47.73,-122.335,10199250000.0
3717000160,208,431,208,0,206,423,4,2.5,2.0,0,0,3,7,2005,0,98001,47.3378,-122.257,4305000000.0
7939000090,189,1393,126,63,214,1393,4,1.75,1.0,0,0,4,7,1967,0,98092,47.3107,-122.189,5325000000.0
9478500590,157,415,157,0,209,416,3,2.5,2.0,0,0,3,7,2008,0,98042,47.3663,-122.11399999999999,4537500000.0
3579000410,186,691,186,0,207,728,3,2.25,2.0,0,0,3,8,1985,0,98028,47.747,-122.24799999999999,7500000000.0
1257201295,98,282,79,19,136,354,2,1.0,1.0,0,0,3,7,1924,0,98103,47.6725,-122.329,7200000000.0
6620400400,104,1096,104,0,216,863,1,1.0,1.5,0,0,3,7,1950,0,98168,47.5123,-122.331,4649250000.0
3644100072,62,218,62,0,113,161,2,1.0,1.0,0,0,5,6,1960,0,98144,47.5918,-122.295,3675000000.0
6137500310,410,3376,254,156,345,3440,5,4.0,2.0,0,0,5,10,1982,0,98007,47.6468,-122.15100000000001,19725000000.0
8941100095,334,578,242,92,132,578,6,4.0,2.0,0,0,3,9,1945,2006,98199,47.6531,-122.405,16687500000.0
7853270740,325,673,256,69,261,586,5,3.25,2.0,0,0,3,8,2005,0,98065,47.5444,-121.881,9487500000.0
1959701695,273,510,217,56,273,510,5,2.0,2.0,0,0,4,9,1909,0,98102,47.6466,-122.321,14250000000.0
2141300620,182,1231,115,67,189,916,3,2.75,1.0,0,0,5,8,1975,0,98006,47.5582,-122.139,8250000000.0
5210200410,259,1934,156,103,221,972,5,2.75,1.0,0,0,3,9,1959,0,98115,47.6948,-122.28200000000001,12600000000.0
4253400100,107,99,81,26,116,501,3,2.75,2.0,0,0,3,7,2007,0,98144,47.5788,-122.315,6040845000.0
9269200786,171,569,103,68,91,569,4,1.5,1.5,0,0,3,6,1945,0,98126,47.5352,-122.37,5999250000.0
1931300815,91,445,91,0,145,245,2,1.0,1.0,0,0,4,7,1910,0,98103,47.6569,-122.348,8250000000.0
7363600185,265,987,178,87,265,750,3,2.25,1.0,0,4,3,10,1976,0,98115,47.6915,-122.273,17812500000.0
1241500032,285,643,285,0,203,856,4,2.5,2.0,0,0,3,9,2009,0,98033,47.669,-122.17200000000001,12900000000.0
9273200115,382,1161,191,191,341,464,4,2.75,1.0,0,4,4,8,1947,0,98116,47.5914,-122.385,18750000000.0
8691440330,397,606,397,0,367,637,5,3.5,2.0,0,3,3,10,2014,0,98075,47.5941,-121.973,17084850000.0
8091410390,177,759,177,0,177,700,4,1.75,1.0,0,0,3,7,1986,0,98030,47.35,-122.16799999999999,3300000000.0
8643000190,172,964,115,57,208,1052,3,1.5,1.0,0,0,3,7,1963,0,98198,47.3962,-122.309,4650000000.0
2568300040,252,836,248,4,182,722,4,3.5,2.0,0,0,3,8,1997,0,98125,47.7034,-122.29700000000001,10635750000.0
1723049567,122,2293,122,0,104,1970,3,1.0,1.0,0,0,3,7,1979,0,98168,47.4771,-122.322,2250000000.0
1332000100,308,3534,308,0,294,3959,4,2.5,2.0,0,0,3,9,1997,0,98053,47.6504,-122.00399999999999,10275000000.0
2424059018,303,3292,303,0,388,2984,4,2.5,2.0,0,0,3,11,1989,0,98006,47.548,-122.12100000000001,16050000000.0
6918700370,154,682,154,0,166,692,4,2.25,1.0,0,0,3,8,1965,2014,98008,47.6263,-122.124,9150000000.0
9238900060,147,596,147,0,165,548,3,1.0,1.0,0,0,3,7,1944,0,98136,47.5355,-122.39200000000001,7935000000.0
522059062,216,1316,167,49,137,940,4,2.75,1.0,0,0,3,7,1980,0,98031,47.4193,-122.194,5580000000.0
4323700230,187,905,102,85,155,891,4,1.75,1.0,0,0,3,7,1975,0,98074,47.6192,-122.055,5850000000.0
8165500110,143,193,143,0,131,183,2,2.25,2.0,0,0,3,8,2008,0,98106,47.54,-122.368,4920000000.0
7227501170,123,550,123,0,106,509,4,2.0,1.0,0,0,4,5,1942,0,98056,47.496,-122.19,3538005000.0
106000015,121,749,121,0,131,752,3,1.75,1.0,0,0,4,6,1948,0,98117,47.701,-122.368,6525000000.0
2976800700,172,691,96,76,138,758,3,3.0,1.0,0,0,5,7,1954,0,98178,47.5035,-122.255,4520250000.0
8820903380,247,1261,247,0,104,765,6,2.25,2.0,0,0,3,7,1937,1990,98125,47.7142,-122.286,6780000000.0
2624039133,159,548,113,46,176,580,3,1.75,1.0,0,1,3,8,1986,0,98136,47.5399,-122.385,7710000000.0
1330900050,171,3461,171,0,222,3347,3,2.25,2.0,0,0,3,8,1981,0,98053,47.6486,-122.035,8250000000.0
7397300170,515,2608,311,204,276,1821,4,3.5,2.0,0,2,4,12,2000,0,98039,47.6395,-122.234,55650000000.0
2122059206,278,530,278,0,217,555,5,2.5,2.0,0,0,3,8,2006,0,98042,47.3727,-122.177,5595000000.0
3830630060,160,691,160,0,151,599,3,2.5,2.0,0,0,3,7,1987,0,98030,47.3507,-122.178,3675000000.0
9382200121,121,715,78,43,117,595,2,1.0,1.0,0,0,3,6,1950,0,98146,47.4982,-122.348,2809500000.0
4154302045,81,222,70,11,109,585,2,1.0,1.0,0,0,3,6,1918,0,98118,47.5643,-122.275,5640000000.0
4420600015,261,2414,172,89,187,1499,4,2.25,2.0,0,0,3,8,1959,0,98001,47.2993,-122.29299999999999,8572500000.0
5141000510,206,352,123,83,138,403,4,3.75,1.5,0,0,4,6,1917,0,98108,47.5574,-122.315,5880000000.0
6884800262,183,326,95,88,153,397,4,2.0,1.0,0,0,5,8,1969,0,98115,47.6873,-122.314,8025000000.0
2327000110,354,1420,354,0,259,663,4,3.25,2.0,0,0,3,10,2003,0,98074,47.6097,-122.01700000000001,14250000000.0
339600070,152,319,152,0,99,329,3,2.0,2.0,0,0,3,7,1987,0,98052,47.6829,-122.09700000000001,6120000000.0
1042700050,279,501,279,0,312,502,5,2.75,2.0,0,0,3,9,2014,0,98074,47.6067,-122.053,11549925000.0
9521100880,165,390,165,0,128,309,3,1.5,1.5,0,0,4,8,1916,0,98103,47.662,-122.34899999999999,8820000000.0
6403510090,248,697,248,0,245,672,4,2.5,2.0,0,0,3,8,1998,0,98059,47.4956,-122.161,6562500000.0
2333230060,165,540,165,0,184,380,4,2.5,2.0,0,0,3,7,2001,0,98058,47.4455,-122.169,4665000000.0
7299601870,146,371,146,0,149,480,3,2.5,2.0,0,0,3,8,2013,0,98092,47.2615,-122.198,4485000000.0
4309710100,366,2563,319,47,317,2709,4,3.25,2.0,0,3,3,9,2000,0,98059,47.5157,-122.116,10875000000.0
2877101821,113,315,98,15,125,348,3,1.0,1.0,0,0,3,7,1927,0,98117,47.6775,-122.363,7500000000.0
6840701160,198,464,187,11,168,408,5,2.0,1.5,0,0,4,7,1913,0,98122,47.6044,-122.29899999999999,10200000000.0
3904902630,266,1175,266,0,237,1175,4,2.5,2.0,0,0,4,9,1986,0,98029,47.5632,-122.01700000000001,10800000000.0
7574910420,252,3461,252,0,303,3689,4,1.5,2.0,0,0,3,10,1994,0,98077,47.7402,-122.035,9487500000.0
7809200035,116,1161,116,0,116,1161,2,1.0,1.0,0,0,5,7,1958,0,98056,47.4972,-122.176,4350000000.0
476000110,111,105,111,0,118,120,2,2.25,3.0,0,0,3,7,2007,0,98107,47.6715,-122.39200000000001,6675000000.0
3058600050,85,543,85,0,152,508,2,1.0,1.0,0,0,4,6,1900,0,98108,47.5441,-122.304,4275000000.0
6666830230,330,489,330,0,299,454,4,2.5,3.0,0,0,3,8,2014,0,98052,47.7047,-122.113,13238490000.0
9510860560,178,336,178,0,179,328,3,2.5,2.0,0,0,3,9,2003,0,98052,47.6647,-122.087,10110000000.0
3586500700,270,1737,205,65,224,2428,4,2.75,1.0,0,0,3,9,1957,1995,98177,47.7557,-122.368,11249250000.0
6181500340,239,438,239,0,239,494,4,2.5,2.0,0,0,3,8,2011,0,98001,47.3058,-122.277,5385000000.0
475000190,134,143,109,25,134,143,3,2.25,2.0,0,0,3,8,2005,0,98107,47.6685,-122.365,6975000000.0
2916600110,119,807,119,0,162,844,3,1.75,1.0,0,0,4,7,1980,0,98042,47.3655,-122.08,3224190000.0
1788700160,117,778,78,39,105,789,3,1.0,1.0,0,0,4,6,1959,1977,98023,47.3274,-122.348,2925000000.0
8682290660,222,695,222,0,201,695,2,2.5,1.0,0,0,3,8,2007,0,98053,47.7243,-122.03200000000001,10499250000.0
2193330090,232,783,232,0,176,755,4,2.5,2.0,0,0,4,8,1988,0,98052,47.6915,-122.101,10260000000.0
3342103174,237,526,237,0,203,630,4,2.5,2.0,0,1,3,8,2005,0,98056,47.5222,-122.20100000000001,7770000000.0
2288900140,324,371,238,86,174,371,3,3.5,2.0,0,0,3,9,2009,0,98112,47.6385,-122.281,24300000000.0
2112700280,133,371,97,36,144,371,3,1.75,1.0,0,0,4,7,1979,0,98106,47.5329,-122.354,4425000000.0
2926049400,216,722,114,102,116,758,4,2.0,1.0,0,0,3,7,1961,0,98125,47.7109,-122.323,7500000000.0
2212901010,108,1111,108,0,114,910,3,1.75,1.0,0,0,4,7,1969,0,98042,47.3279,-122.13600000000001,3449250000.0
7351200295,163,630,163,0,151,704,3,1.75,2.0,1,4,3,7,1940,1960,98125,47.7336,-122.28399999999999,17250000000.0
1245003330,267,836,267,0,245,754,4,2.5,2.0,0,0,3,10,2008,0,98033,47.6844,-122.199,18900000000.0
9352900222,122,89,96,26,120,119,3,2.25,2.0,0,0,3,7,2007,0,98106,47.5199,-122.35700000000001,3825000000.0
6447300265,657,1539,535,122,291,1486,4,5.5,2.0,0,0,3,12,2008,0,98039,47.6151,-122.22399999999999,60000000000.0
8165500830,157,111,130,27,157,163,3,2.5,2.0,0,0,3,8,2013,0,98106,47.5389,-122.367,6148500000.0
5255700160,240,778,147,93,240,817,3,1.75,1.0,0,0,4,8,1971,0,98011,47.7739,-122.199,7275000000.0
3755000060,107,975,107,0,141,975,3,1.0,1.0,0,0,4,7,1966,0,98034,47.7267,-122.227,4732500000.0
7853250070,355,431,269,86,315,572,4,2.5,2.0,0,0,3,8,2004,0,98065,47.5384,-121.88,10199625000.0
7504100110,248,936,248,0,254,1008,3,2.5,1.0,0,0,3,10,1987,0,98074,47.6359,-122.045,9630000000.0
7625701900,138,445,69,69,130,557,2,1.75,1.0,0,0,4,7,1918,0,98136,47.5496,-122.391,7012500000.0
9542800820,176,741,124,52,157,728,3,2.0,1.0,0,0,4,7,1977,0,98023,47.305,-122.37299999999999,3525000000.0
2356800020,81,617,81,0,116,617,2,1.0,1.0,0,0,5,6,1918,0,98117,47.6914,-122.37200000000001,6240000000.0
1236300290,357,752,225,132,243,868,4,3.5,2.0,0,1,3,11,1995,0,98033,47.6855,-122.19,15900000000.0
3734900110,82,1830,82,0,117,910,2,0.75,1.0,0,0,3,6,1934,0,98045,47.4922,-121.78299999999999,3450000000.0
1454100440,155,918,155,0,240,928,4,1.75,1.0,0,0,5,7,1947,0,98125,47.7249,-122.287,6840000000.0
6821600065,76,557,76,0,151,557,2,1.0,1.0,0,0,3,7,1939,0,98199,47.6494,-122.395,7170000000.0
6388920460,196,758,196,0,222,696,3,2.5,2.0,0,0,3,9,1990,0,98056,47.5269,-122.171,8025000000.0
5706200060,94,1676,94,0,162,1081,3,1.0,1.0,0,0,3,7,1969,0,98027,47.5254,-122.04299999999999,5999250000.0
3959400710,127,557,114,13,127,512,3,1.0,1.0,0,0,5,7,1944,0,98108,47.5646,-122.31700000000001,6705000000.0
1921069059,66,11493,66,0,172,27639,1,1.0,1.0,0,0,4,6,1935,0,98092,47.2893,-122.084,3750000000.0
5127001320,141,891,141,0,147,946,3,1.75,1.0,0,0,4,7,1967,0,98059,47.473,-122.149,4724250000.0
7852130550,280,630,280,0,245,494,4,2.5,2.0,0,0,3,7,2002,0,98065,47.5346,-121.881,7950000000.0
7856550240,323,854,323,0,290,854,5,2.25,2.0,0,0,3,8,1979,0,98006,47.5585,-122.15299999999999,12900000000.0
2927600155,121,1191,121,0,148,1045,3,2.25,1.0,0,0,3,7,1950,2013,98166,47.4515,-122.368,4376250000.0
5067400032,285,1337,159,126,187,1691,3,2.5,1.0,0,3,5,9,1985,0,98198,47.3716,-122.321,8250000000.0
179000505,167,836,111,56,91,557,3,1.75,1.0,0,0,3,7,1961,0,98178,47.4932,-122.27799999999999,3855000000.0
4221250320,211,421,211,0,208,421,4,2.5,2.0,0,0,3,8,2003,0,98075,47.5902,-122.01799999999999,8550000000.0
1774220160,277,2995,277,0,277,3390,3,2.5,2.0,0,0,4,8,1978,0,98077,47.7718,-122.095,9493875000.0
3601800580,241,836,130,111,241,668,4,2.0,1.0,0,0,3,8,1959,0,98032,47.381,-122.29899999999999,3750000000.0
7212660520,148,637,148,0,173,692,4,2.0,1.0,0,0,3,7,1994,0,98003,47.2701,-122.31299999999999,4200000000.0
3421049044,191,4861,97,94,206,599,2,1.75,1.0,0,0,4,7,1980,0,98001,47.2592,-122.291,4335000000.0
8682291050,250,796,250,0,248,796,2,2.75,1.0,0,0,3,9,2007,0,98053,47.7236,-122.03299999999999,12150000000.0
4123800580,229,568,131,98,155,708,4,2.5,1.0,0,0,3,7,1985,0,98038,47.3792,-122.04700000000001,5280000000.0
4137050130,205,786,138,67,205,735,4,2.5,1.0,0,0,3,8,1990,0,98092,47.2647,-122.221,4410000000.0
7811200310,178,827,111,67,209,817,4,2.25,1.0,0,0,4,8,1969,0,98005,47.5897,-122.156,9525000000.0
7954300740,262,572,262,0,253,576,4,2.5,2.0,0,0,3,9,2000,0,98056,47.5227,-122.19,7905000000.0
9225900055,162,1009,162,0,114,1009,3,1.75,1.0,0,0,5,7,1968,0,98056,47.4989,-122.18799999999999,5700000000.0
1523069204,187,7972,187,0,196,7972,4,2.25,2.0,0,0,3,7,1995,0,98027,47.483000000000004,-122.02600000000001,7350000000.0
1796350080,114,891,114,0,123,766,3,1.75,1.0,0,0,4,7,1984,0,98042,47.3675,-122.095,3599250000.0
3343903647,215,875,215,0,188,875,3,2.0,1.0,0,0,5,7,1952,0,98056,47.5133,-122.196,6544500000.0
4375700065,133,746,89,44,139,746,3,1.75,1.0,0,0,3,7,1951,0,98125,47.7128,-122.306,4729125000.0
1370802650,247,418,123,124,166,464,3,2.0,1.0,0,0,4,7,1922,0,98199,47.6391,-122.40299999999999,9075000000.0
2473460650,123,729,123,0,196,789,3,1.75,1.0,0,0,3,8,1978,0,98058,47.4463,-122.12700000000001,5205000000.0
1189000645,179,369,179,0,136,379,4,2.0,1.5,0,0,4,8,1914,0,98122,47.6117,-122.29700000000001,9750000000.0
923059259,252,536,252,0,180,388,4,2.5,2.0,0,0,3,8,2015,0,98056,47.4917,-122.17,6839250000.0
2223089053,156,5301,156,0,177,5301,3,2.25,2.0,0,0,4,8,1989,0,98045,47.4669,-121.765,6600000000.0
1467400095,189,4977,107,82,189,4977,4,1.75,1.0,0,0,5,7,1959,0,98038,47.3844,-122.0,8175000000.0
1387301430,153,679,113,40,157,673,3,2.25,1.0,0,0,3,7,1975,0,98011,47.7375,-122.194,6900000000.0
114100745,322,10926,322,0,196,1588,6,3.0,1.5,0,0,3,7,1924,0,98028,47.7663,-122.234,7125000000.0
205000010,227,5145,227,0,253,3607,4,2.5,2.0,0,0,3,9,1994,0,98053,47.6323,-121.985,9300000000.0
2133010110,164,1223,164,0,190,1380,4,2.5,2.0,0,0,3,7,1990,0,98019,47.7306,-121.96600000000001,6825000000.0
1520069052,140,31970,140,0,162,15782,3,1.5,1.0,0,2,4,7,1964,0,98022,47.2156,-122.029,4905000000.0
3222079136,111,5139,111,0,177,5058,3,1.75,1.5,0,0,5,7,1977,0,98010,47.3492,-121.935,3195000000.0
2946002140,165,1486,115,50,172,908,3,1.5,1.0,0,0,2,7,1960,0,98198,47.419,-122.322,4185000000.0
1924069105,292,860,220,72,254,954,3,1.75,1.0,0,1,3,8,1970,0,98027,47.5571,-122.08,6750000000.0
6079500230,176,594,130,46,125,594,3,2.75,1.0,0,0,5,7,1942,0,98105,47.6697,-122.281,10590000000.0
3343903611,287,656,287,0,230,743,5,3.25,2.0,0,0,3,9,2012,0,98056,47.5114,-122.196,9225000000.0
6909200037,107,153,107,0,135,218,2,1.5,2.0,0,0,3,7,2002,0,98144,47.5916,-122.29299999999999,5625000000.0
7227800065,133,880,133,0,133,886,4,2.0,1.0,0,0,3,5,1943,0,98056,47.5093,-122.182,2985000000.0
3449800290,344,805,344,0,301,806,5,2.75,2.0,0,0,3,9,1996,0,98056,47.513999999999996,-122.176,9615000000.0
9407101180,187,836,187,0,135,899,3,2.25,2.0,0,0,3,7,1979,0,98045,47.4487,-121.775,5175000000.0
1526079026,327,20296,221,106,196,19640,5,3.5,2.0,0,0,3,7,1999,0,98019,47.7309,-121.905,7312500000.0
7230400430,158,1471,158,0,184,1891,3,1.75,1.0,0,0,4,8,1964,0,98059,47.4706,-122.1,4836000000.0
7229700105,140,1921,116,24,138,2743,2,2.0,1.0,0,0,2,6,1958,0,98059,47.481,-122.116,2587500000.0
6788200800,264,278,235,29,193,418,4,2.75,2.5,0,0,3,9,2003,0,98112,47.6406,-122.304,17775000000.0
9485300560,196,635,196,0,195,676,4,2.75,2.0,0,0,4,8,1991,0,98031,47.3877,-122.171,4875000000.0
2804600005,194,378,142,52,186,383,3,2.0,1.5,0,0,4,8,1931,0,98112,47.6433,-122.3,15750000000.0
7100000110,146,771,146,0,111,771,3,1.0,1.5,0,0,3,7,1948,0,98146,47.5075,-122.37899999999999,5100000000.0
1900000060,143,674,143,0,110,707,3,1.5,1.5,0,0,2,6,1925,0,98166,47.4693,-122.34899999999999,4695000000.0
1446404015,79,613,79,0,95,625,2,1.0,1.0,0,0,5,6,1949,0,98168,47.4878,-122.324,3000000000.0
4046500140,130,1405,130,0,164,1424,3,1.75,1.0,0,0,3,7,1980,0,98014,47.6931,-121.921,4725000000.0
522079027,160,3612,160,0,197,8457,3,2.0,1.0,0,0,3,8,1997,0,98038,47.4164,-121.95100000000001,7050000000.0
